teacher,Question,Answer
서채은,"채은쌤~ 안녕하세요!!
저번에 제가 연거푸 질문을 드렸었는데 친절하게 답해 주셔서 정말 감사합니다.
교재를 풀다가 모르는 문제가 나와서 다시 재차 질문 드립니다.
위 사진 파일이 모르는 문제인데요.
39쪽 8번 문제입니다.","안녕하세요~ 채은쌤입니다~
 울제자는 도형을 가로로 나눠어서 식을 구했나요?
해설지에는 세로로 나누었지만, 가로로 나누어도 됩니다^^"
서채은,"제가 강의 듣기전 문제를 먼저 풀어봤는데 이해가 안되는 부분이 있어 질문드립니다.
저도 가로 42개 세로 30개가 나와서 (42+30)×2-4를 해서 140이 나왔는데 왜 144인지 모르겠어요 전 이 문제에서 가로 처음부분과 끝부분에 하나씩 있다고 생각해서 푸니까 한 꼭짓잠?에 두개의 가로등이 모여서 4를 뺀거거든요... 제 풀이에서 어느 부분이 틀렸는지 알려주세요!!!","안녕하세요~ 채은쌤입니다~
 끝부분에 가로등을 세우는 건 맞지만, 처음부분 즉, 0일때에는 부분은 가로등을 세우지 않아요.
자~ 가로의 경우를 볼께요~
가로 168m에 4m 간격으로 가로등을 42개를 세우면 된다고 구했는데,"
서채은,"안녕하세요! 채은쌤 강의 열심히 듣고 있어요!
이해도 잘되구요 ㅎㅎ 근데
33쪽 10번 문제 이해가 살짝 안되네용 ㅠㅅㅠ
다시 한번 자세히 알려주심 감사해용","안녕하세요~ 채은쌤입니다~
 울제자, 쌤이 강의에서 풀이해드린 문제는 다시 설명해드리지 않아요ㅜㅜ
글로는 강의보다 더 자세하게 풀이해드릴 수 없기 때문에 그렇답니다.
쌤 풀이 중에 이해안되는 부분이 있다면, 그 부분만 구체적으로 질문 올려주세요."
서채은,"선생님 여기 ebs 한장 수학은 언제쯤 폐강이 되는건가요? 
한장 수학 보기전에 궁금해서요.","안녕하세요~ 채은쌤입니다 ~
 울제자, 폐강이 아니라 완강을 말하는 거죠~?^^
톡에 강의계획서보시면 자세한 일정 올려 놓았으니 참고해주시고요,
강의에서 만나요~"
서채은,"안녕하세요 선생님 강의 너무 잘 보고 있어요 ㅎㅎ 궁금한 게 있는데요, 순환소수를 분수로 나타내는 방법은 어느시대의 누가 처음 발견했나요??","안녕하세요~ 채은쌤입니다~
 에공,,,
미안하지만, 요 질문은 쌤이 정확하게 답변을 못해드리겠네요ㅜㅜ
고대 그리스의 피타고라스가 있었던 시대까지는 순환소수를 발견하지 못했던 것으로 알고 있는데요,"
서채은,선생님~ 등변사다리꼴은 두 대각선의 길이가 같다는데 그냥 사다리꼴도 같은가요?? 이유도 같이 알려주세요!! ,"안녕하세요~ 채은쌤입니다~
 등변사다리꼴의 대각선의 길이는 같아요~
하지만, 사다리꼴의 대각선의 길이는 같을 때도 있고, 같지 않을 때도 있어요~  
사다리꼴 중에 등변사다리꼴, 직사각형, 정사각형들은 대각선의 길이가 같지만,"
서채은,강의에서 선생님께서 2/x와 같이 분모에 문자가 있는 식은 나눗셈으로 바꿀 수 있기 때문에 항도 다항식도 아니라고 하셨는데 2/x=2÷x=2×1/x로 곱셈으로 바꿀 수 있는 거 아닌가요??,"안녕하세요~ 채은쌤입니다~
 2/x = 2÷x = 2×1/x 에서
x분의 1도 결국 1나누기 x를 분수식으로 나타낸 것이예요.
때문에, 곱셈식이 아니라 나눗셈식이므로 항이라고 하지 않아요~"
서채은,"선생님 제가 모르는 문제가 넘 많은데...
알려주세요...
45쪽 0265번 문제 단순한 듯 넘 어려워요.
48쪽 0283번 문제도요.
뭘 물어보는지 잘 모르겠어요..","안녕하세요~ 채은쌤입니다~
 울제자, 질문하는 규칙은 한 번에 한 문제씩이랍니다.
다음부터는 규칙 잘 지켜주시고요~~
 "
서채은,"선생님 너무 잘 가르쳐 주세요ㅠㅠ
선생님 강의 듣고 강의 열심히 할게요!! ","안녕하세요~ 채은쌤입니다~
 울제자, m포스 마스터편 강의에서 만나게 되어 반가워요^^
울제자, 앞으로 강의 잘 들어주시고요~
지금 결심 완강때까지 꼭 지켜주세요~"
서채은,"지수법칙에서 이해가안되는데 어떡해 해야할까여..???
 ","안녕하세요~ 채은쌤입니다 ~
 자~287번~
a=-8이라고 했으므로, IaI=I-8I=8 이고요~
IaI가 IbI 보다 5만큼 크다는 것은 IaI = IbI+5 라는 것이므로,"
서채은,"이게 무슨 말인지 못알아 듣겠어요
23쪽에 5번 6번 8번이요 !! ","안녕하세요~ 채은쌤입니다~
 울제자, 질문하는 규칙은 한번에 한 문제씩이랍니다.
다음부터는 규칙 꼭 지켜주세요.
그리고, 어느 부분이 이해가 안되는지 구체적으로 질문해주세요."
서채은,"선생님 자연수는 1과 소수와 합성수로
구분할 수 있다고 하셨는데,그럼 0도 1처럼 소수도,
합성수도 아닌건가요? 항상 좋은강의 제공해 주셔서
감사합니다!!","안녕하세요~ 채은쌤입니다~
 네~ 맞아요~
소수와 합성수는 1보다 큰 자연수에서만 정의해요 .
0은 자연수가 아니므로, 소수도 합성수도 아니예요~"
서채은,언제쯤 완강예정일까요?,"안녕하세요~ 채은쌤입니다 ~
 울제자 쌤이 열심히 찍고 있답니다.
조금만 더 기다려주세요 ^^
 "
서채은,50 이하의 자연수중 약수의 개수가 6인 모든수 의 곱을 구하는 문제인데 답을 잘 모르겠어요. ,"안녕하세요~ 채은쌤입니다~
 울제자 요건 다른 문제집 같은데요~
우리 제자... ㅠㅠ 미안하지만 이곳은 다른 문제집 풀이를 해주는 곳이 아니랍니다!
이런 저런 문제들을 모두 풀어주게 되면 우리 친구들이 여기서 숙제를 해결하는 경우가 많기 때문에
그런 규칙이 있다는 것 ! 이해해 주고요~
그리고 만약 정 이해가 안된다면 어느부분까지는 풀었는데, 어느부분부터 막힌다고 구체적으로 질문해 줘야해요~"
서채은,"95쪽 복잡한 일차방정식이 아니라 복잡한 일차식 아니에요? 일차방정식도 안 배웠는데, 복잡한 일차방정식이 나오는 것은 이상하잖아요.","안녕하세요~ 채은쌤입니다~
 교재 오류네요ㅠㅠ
네, 복잡한일차방정식이 아니라 ""복잡한일차식""이 맞아요.
울제자 알려줘서 고맙고요~"
서채은,"선생님 m포스 유형편이먼저에요? 선생님 강의 마스터편이
먼저에요?? ","안녕하세요~ 채은쌤입니다 ~
 울제자, m포스 마스터편 강의에서 만나게 되어 방가워요^^

문제의 난이도가 유형편보다는 마스터편이 더 어렵답니다."
서채은,"채은쌤~~ 안녕하세요 제 질문에 답해주셔서 정말 감사합니다.
제 질문이 31쪽 형성 평가의 8번 문제였는데요
이해가 되지 않아서 다시금 질문을 올리게 되었습니다.
4의 6제곱x6x5의 10제곱이 24x10의 10제곱이 된다는 것까지는 이해를 했는데요.
각 자리의 숫자의 합을 구하는 방법과 몇 자리의 자연수인지 구하는 방법이 잘 이해가 안 가서요","안녕하세요~ 채은쌤입니다~
 에고,,,쌤 설명이 부족했나보군요...
자~
울제자, 주어진 수를 24x1010로 소인수분해한 것까지는 이해하신거고요~"
서채은,"0915 안녕하세요
선생님 풀이가 이해하기 쉬운데요
제가 미리 풀어보았을때는 그 방법을 몰라서
번분수로 풀었습니다.
3/5/2/7:2/5/5/7=21/10:14/25=105:28=15:4","안녕하세요~ 채은쌤입니다~
 무한소수에는 순환소수와 순환하지 않는 무한소수가 있습니다.
즉, 순환소수가 무한소수인 건 맞지만, 같지는 않아요~
예를들어, 우리 가장 많이 쓰는 π(파이) = 3.141592....는 무한소수이지만, 순환소수는 아니예요~"
서채은,"왜 여기서 0.6234523452345... 99번째숫자를 찾는건데
 98번째 숫자를 찾나요???
 잘 모르겠어요ㅜㅠㅜㅠ ","안녕하세요~ 채은쌤입니다~
 0.6234523452345...에서 반복되는 순환마디는 2345이고, 소수둘째자리부터 순환 되지요~
소수 첫째자리 6은 순환하지 않고요~
이 순환하지 않는 소수 첫째자리 6 한자리를 빼고 구해준 거예요~"
서채은,정수와 정수가 아닌유리수 를 구하는 방법이 계속 헷갈려요ㅜㅡㅜ ,"안녕하세요~ 채은쌤입니다~
 정수란 양의정수(자연수), 0, 음의 정수로 구분되어 있지요~
양의 정수는 자연수와 같고, 음의정수는 자연수에 -를 붙인 수를 말해요~ 
그리고, 이를 통틀어 모두 정수라고 합니다!
 "
서채은,"[0868-0870]
안녕하세요
도수:각 계급에 속하는 자료의 개수
위 정의을 이해합니다 그런데 
자료 보다는  변량이 더 정확한 표현같아요","안녕하세요~ 채은쌤입니다~
 변량은 자료를 수량으로 나타낸 것이예요.
교재 143쪽의 예를 들면,
미세먼지 농도 25, 45, 46,36...이 변량이예요.
즉, 자료의 수치를 말합니다."
서채은,"안녕하세요
[0868-0870]
계급의 크기: 계급을 나눈 구간의 너비 라고
되어있는데요
계급은 나눌수 없기에","계급 : ""변량을 일정한 간격으로 나눈 구간"" 이예요.
즉, 계급의 크기는 ""변량을 일정한 간격으로 나눈 구간""의 너비인거죠.
 이해안되는 부분은 다시 질문해주시고요~
항상 응원하겠습니다~파이팅~!"
서채은,"[0868-0870]
안녕하세요
자막""우리가 이상,미만이라든지
초과,이하를 사용해서 모든 범위를
다 표현할수 있답니다.""에서","안녕하세요~ 채은쌤입니다
 초과는 어떤 수보다 큰 수를 말하고, 기준이 되는 어떤 수는 포함하지 않아요.
미만은 어떤 수보다 작은 수를 말하고, 기준이 되는 어떤 수는 포함하지 않고요.
때문에 어떤 수를 포함하는 이하가 맞아요~"
서채은,0은 자연수 아닌가요? ,"안녕하세요~ 채은쌤입니다~
 네~ 0은 자연수가 아니예요~!!
자연수는 1, 2, 3, 4,....를 말하고, 0은 포함하지 않아요~
0은 정수입니다~"
서채은,"저 강의가 8강까지 밖에 안떠요
어떻게 하면 30강 까지 들을수 있나요?
 ","안녕하세요~ 채은쌤입니다 ~
 울제자 쌤이 열심히 찍고 있답니다.
톡에서 자세한 일정 이야기 했으니 참고해주시고요,
조금만 더 기다려주세요 ^^"
서채은,"안녕하세요? 매일 매일 선생님 강의 잘 듣고 있습니다. 그런데 말이예요, 선생님 혹시 EBS 영어에서 강의도 하셨나요? 제 친구가 이 강의 영상 보고 선생님을 안다고 했거든요. 안녕히계세요? ","안녕하세요~ 채은쌤입니다~
 아무래도 울제자 친구가 헷갈린 거 같은데요^^;;
쌤은 수학 강의만 합니다^^
 "
서채은,이몸 이 죽고 죽어 일백번 고쳐 죽어도 고려를 향한마음은 가심이 없구 나. ,"안녕하세요~ 채은쌤입니다~
 울제자, 여기는 학습과 관련된 질문만 가능합니다.
장난은 삼가해주세요. "
서채은,,"안녕하세요~ 채은쌤입니다~
 네~지수법칙(1)
밑이 같은 경우에는 지수끼리 더하면 되요~"
서채은,"선생님~강의 너무 잘 듣고 있는데..
그런데 왜 나머지 문제들을 안 풀어주시나요?
ㅠㅠ ","안녕하세요~ 채은쌤입니다~
 쌤도 교재에 있는 모든 문제들을 다 풀어드리고 싶지만,
시간관계상 그럴 수 없어 안탑깝게 생각하고 있습니다ㅠㅠ
강의에서 풀어드리지 못한 문제들 중에 이해안되거나 궁금한 점이 있다면,"
서채은,「이 문제를 푸는 방법을 모르겠어요!! 문제는「720의 네제곱=(2의a제곱곱하기3의제곱 곱하기5)네제곱=2의b제곱 곱하기 3의8제곱 곱하기 5의c제곱」입니다!,"안녕하세요~ 채은쌤입니다~
 울제자 요건 다른 문제집 같은데요~
우리 제자... ㅠㅠ 미안하지만 이곳은 다른 문제집 풀이를 해주는 곳이 아니랍니다!
이런 저런 문제들을 모두 풀어주게 되면 우리 친구들이 여기서 숙제를 해결하는 경우가 많기 때문에
그런 규칙이 있다는 것 ! 이해해 주고요~ 다음부터는 규칙 꼭 지켜주세요~"
서채은,"알려주세요
 ","안녕하세요~ 채은쌤입니다~
 울제자, 30강 138쪽 46번 질문이 맞나요?
138쪽은 897번문제부터 시작합니다.
교재 몇쪽 몇번 문제인지 확인하고 다시 올려주세요~"
서채은,"선생님!안녕하세요!
4/2(이 분의 사)와 같은 수를 분류하려면
정수가 아닌 유리수에 넣어야하나요,
정수에 넣어야 하나요?
4 ","안녕하세요~ 채은쌤입니다~
 유리수에는 정수가 포함됩니다.
즉, 2는 자연수이면서 정수이고, 또 유리수인 거예요~
정수는 자연수와 0 그리고 자연수에 -를 붙인 수를 말하죠~"
서채은,"채은선생님 강의 언제나 잘 듣고 있는 학생입니다.
모르는 문제가 생겨서 질문 드립니다.
31쪽 지수법칙 관련 계산 파트에서 8번 문제를 푸는 방법을 이해하지 못하겠어요
어떻게 풀어야 하나요?
문제는 4의 6제곱 x 6 x 5의 10제곱이 n자리의 자연수이고 각 자리의 숫자의 합이 a 일때 a+n의 값을 구하시오.","안녕하세요~ 채은쌤입니다~
 울제자, 답변이 늦어 미안해요~
쌤이 질문을 못보고 지나쳤네요ㅜㅜ
 "
서채은,"0786
안녕하세요
원뿔의 옆넓이인 부채꼴의 넓이
 구할때 1/2부반*부호를 이용할때는
부호의길이를 구해야 합니다.","0786번~
 네~ 맞아요~
옆넓이는 부채꼴이므로, 1/2xrxl 이고요~
호의 길이l은 밑면인 원의 둘레의 길이와 같으므로, 2πr을 이용해서 구해줄 수 있겠죠~"
서채은,"0785
안녕하세요
주어진 그림에서 답을 구할때
필요없는  정보 5센티를 구지 표시해야 할까요?
물론 문제에 이상이 있다는것은 절대로 아닙니다.","안녕하세요~ 채은쌤입니다~
 그러네요. 빗변의 길이 5cm는 필요하지 않았네요~
직각삼각형임을 알려주기 위한 것인 거 같은데,
그냥 넘겨주세요~"
서채은,"[0858-0860]
안녕하세요
줄기와 잎그림을 보고서
몇년간의 수상자 당시 나이인지
알수있나요 ?","안녕하세요~ 채은쌤입니다~
 주어진 자료에서는 수상자의 나이와 성별 밖에 나와 있지 않죠~
한 해에 한명만 받았는지 알 수 없으므로,
울제자가 원하는 정보는 이 자료만 가지고는 정확하게 알 수가 없습니다."
서채은,"선생님! 1단원 내용은 이 강의 까진 거죠?
제가 알기론 1단원이 이등변삼각형의 성질,
직각삼각형의 합동, 피타고라스 정리, 삼각형의 내심과
외심  인데  피타고라스 정리는 강의가 없는 이유가
무엇인가요? ","안녕하세요~ 채은쌤입니다 ~
 울제자 쌤이 열심히 찍고 있답니다.
톡에서 자세한 일정 이야기 했으니 참고해주시고요,
조금만 더 기다려주세요 ^^"
서채은,,"안녕하세요~ 채은쌤입니다~
 네~지수법칙(1)
밑이 같은 경우에는 지수끼리 더하면 되요~"
서채은,"선생님~~ 3강에서 기약분수로 나타낼 때 분모가 2 또는 5 이외의 소인수를 가지는 유리수는 순환소수가 된다고 하셨잖아요~
왜 무한소수가 아니라 순환소수라고 정의하나요?
정말 분모에 2나 5 이외의 소인수가 있으면 모두다 순환소수가 되는 건가요~? (혹시 예외가 있지 않을까 궁금해요ㅋㅋ)","안녕하세요~ 채은쌤입니다~
 네~
기약분수의 분모를 소인수분해하였을 때, 분모의 소인수가 2나 5뿐이면, 그 분수는 유한소수이고,
분모가 2나 5 이외의 다른 소인수를 가지면 순환소수예요~"
서채은,"교재 15쪽 1번문제 질문드려요~
 3÷13=0.230769230769•••이라고 답지에 나와있던데
 소수점 4번째 자리에 0이 왜 들어가는지 잘 모르겠어요ㅠ","안녕하세요~ 채은쌤입니다~
 3÷13을 직접 구해보시면 알 수 있어요~
3을 13으로 나눌때~
나누려는 수13이 나눌 수 3보다 크므로, 일의 자리에서는 나눌 수 없어, 일의 자리가 0이 되고,"
서채은,"안녕하세요 선생님 질문있습니다
-5같은 경우 음수 2분의 10 이라고 나타날수 있다고 하셨는데요
분모인 2에 음수를 주고 (10 나누기 -2)을 하였을경우 결과가 -5가 되는데
분자인 10에 음수를 주고 (-10 나누기 2)을 한 경우에도 결과가 -5 됩니다
분모 분자 둘다 음수를 주었을경우(-10 나누기 -2)은 결과가 5가 됩니다
그러다면 분수 앞에 마이너스 부호가 있을 경우 분자나 분모 아무데나 한군데만
음수를 주면 된다고 생각하면 되나요?
그리고 음의 분수는 계산할때 마이너스부호를 계산편의에 따라 분모나 분자 편한곳에
주어도 되나요?
  ","안녕하세요~ 채은쌤입니다~
 -부호는 분수 앞에 붙이는 게 맞아요~
이렇게요~"
서채은,"안녕하세요
선생님  저는 얼토당토 않은 논리로 풀었어요
이해바랍니다.
직육면체 전체부피는 36x
잘려나간 부피는 직관적으로 전체부피의1/4 즉 9x","안녕하세요~ 채은쌤입니다~
 네~ 맞아요~
울제자 잘 풀었어요~
721번과 같이 잘려나간 부분이 전체 중 얼마인지 확실히 알 수 있다면,"
서채은,파이는 소수로 어떻게 나타내나요? ,"안녕하세요 채은쌤입니다~
 원주율을 초등학교 과정에서는 편의상 3.14라고 하고 계산했지만,
사실 원주율은 3.14159265......무한소수예요.  
이 원주율 3.14159265......파이(π)라는 문자로 간단히 부르기로 약속한 것이고요."
서채은," 좋은 답변 감사합니다~*^^*
 선생님 도와주세요ㅠㅠ
식의 값 구하는 거랑 일차방정식이 왜 이렇게 어려운지ㅠ","안녕하세요~ 채은쌤입니다~
 일차방정식이 처음이라 어렵게 느껴질 거예요~
x라는 미지수도 나오고..동류항이니 뭐니 생소한 용어들도 나오고요~
 "
서채은,"21쪽, 23쪽에 소인수분해와 나눗셈을 이용하여 최소 공약수와 공배수 구하응 식과 과정이 이해가 안되고 헷갈려요. 꿀팁이나, 다른 방법은 없나요?
더 쉽게 하는 법도 알고 싶어요. ","안녕하세요~ 채은쌤입니다~
 네~
최소공배수와 최대공약수를 가장 빠르고 정확하게 구할 수 있는 방법은 소인수분해를 이용한 방법 밖에 없답니다ㅜㅜ
특별한 팁 같은 건 없어요ㅠㅠ"
서채은,"선생님
전체강의가 30강인데
저는 전체강의가 6강 밖에 안나와요...
왜 그런거죠?? ","안녕하세요~ 채은쌤입니다 ~
 울제자 쌤이 열심히 찍고 있답니다.
톡에서 자세한 일정 이야기 했으니 참고해주시고,
조금만 더 기다려주세요 ^^"
서채은,문제12번에서 약분을할수있는데 약분을 해야하나요?? ,"안녕하세요~ 채은쌤입니다~
 네~ 맞아요~
약분이 되는 분수는 반드시,  꼭!!!!!! 약분을 해주어야 합니다.
 "
서채은,계산에 오류가 있습니다 ,"안녕하세요~ 채은쌤입니다~
한장수학2 강의에서 만나게 되어 반가워요~
 에공..자막오류네요ㅜㅜ
EBS에 내용 전달할께요~"
서채은,"안녕하세요 반구를 지름으로 해서 회전축으로
한바퀴 돌렸을때에서
반구가 아니고 반원이라고 생각합니다.
 구는 회전체라고 배웠는데요  ","안녕하세요~ 채은쌤입니다~
 에공.. 쌤의 실수네요ㅜㅜ
울제자 지적처럼 ""반원을 지름으로 해서 회전축으로 한바퀴 돌렸을때"" 가 맞아요.
울제자, 알려줘서 고맙고요, 헷갈리게해서 미안해요."
서채은,"선생님..
강의에 없는데 답지를 봐도 잘 이해가 안되서요
947번이요
답지에
봉사활동 20시간 이상 한 사람이 10명이라 나와있는데요","안녕하세요~ 채은쌤입니다~
 에공...아무래도 교재 오류인 거 같네요ㅜㅜ
도수20~25의 학생수는  10명이라고 표에 나와있었어야 하는데...
울제자, 알려줘서 고맙고요, 헷갈리게해서 미안해요."
서채은,선생님 5강은 언제 올라와용? ,"반갑습니다 ~
 우리제자 선생님이 열심히 찍고 있답니다. 선생님 톡에서 자세한 일정 이야기 했으니 참고해주시고,
조금만 더 기다려주세요 ^^
 "
서채은,"안녕하세요
회전체는 회전축을 중심으로
왼쪽 오른쪽 모양이 같다를 좌우 대칭이라고
해도 되는지 궁금합니다. ","안녕하세요~ 채은썜입니다~
 네, 맞아요~
회전체는 회전축을 중심으로 도형이 대칭이예요.
좌우로 회전시킨 경우에는 좌우대칭~"
서채은,"선생님 543번 문제 좀 설명해주세요.....
답지를 봐도 이해가 안되요...#_# ","안녕하세요~ 채은쌤입니다~
 울제자, 쌤이 강의에서 자세하게 풀어드렸는데, 어느 부분이 이해가 안되나요?ㅜㅜ
혹시, 부채꼴이 세 개가 생기는 이유가 이해가 안되나요?
사각형이 지나간 세번째 지점에서는 꼭짓점A는 움직이지 않았기 때문에 부채꼴이 생기지 않았습니다."
서채은," 안녕하세요, 서채은 선생님.
이번 겨울 방학에 한장수학 2(상)을 완강 하려는 학생입니다.
2월 말 까지 전 강의 업데이트 가능한가요? ","반갑습니다 ~
 우리제자 선생님이 열심히 찍고 있답니다. 선생님 톡에서 자세한 일정 이야기 했으니 참고해주세요 ^^
 항상 응원하는거 알죠? "
서채은, ,"안녕하세요~ 채은쌤입니다~
 에고..오류가 맞네요ㅜㅜ
울제자, 알려줘서 고맙고요, 헷갈리게해서 미안해요.
 "
서채은,"안녕하세요
""두 밑면 평행하고
 모양과 크기까지 같아요 합동입니다""가
정확한 표현 같아요   ","안녕하세요~ 채은쌤입니다~~
 ""두 밑면은 평행하고 합동이예요""
평행이고, 합동이라는 것이 맞는지 묻는 것이고요~
모양과 크기가 같기 때문에 합동이 맞다는 걸 알 수 있는 거죠~"
서채은,무한 소수 적을 때 만약에 0.6666666...이면 0.6...이라고만 써도 되요? ,"안녕하세요~ 채은쌤입니다~
 울제자, 한장수학 강의에서 만나게 되어 반가워요~
 무한소수 0.6666666....은 6이 계속 반복되는 순환소수이고요,"
서채은,계산에 오류가 있습니다 ,"안녕하세요~ 채은쌤입니다~
한장수학2 강의에서 만나게 되어 반가워요~
 에공..자막오류네요ㅜㅜ
EBS에 내용 전달할께요~"
서채은,"궁금해욧!!!!!!!
(가장 큰 소수)+(가장 큰 합성수)를 
구하라는 문제는 풀 수 없는 문제지요??
수는 끝이 없으니까요....","안녕하세요~ 채은쌤입니다~
 네~ 맞아요~
조건이 없이 그냥 (가장 큰 소수)+(가장 큰 합성수)를 구하라는 것은~
세상에서 가장 큰 수를 구하라는 것과 같이 구할 수 없답니다."
서채은,강의는 언제 업로드 되나요?/ ,"안녕하세요~ 채은쌤입니다~
 울제자, 한장수학2 에서 만나게되어 넘넘 반가워요~
 강의는 촬영 후 검수과정 중에 있답니다."
서채은,"수강중이라고 뜨는데
강의목록에 오리엔테이션하고 1강만 보입니다
1강은 무사히 수강했었거든요
왜 그럴까요?
 ","안녕하세요~ 채은쌤입니다~
 울제자, 한장수학2 에서 만나게되어 넘넘 반가워요~
 이 강의는 새로 시작되는 강의로, 아직 모든 강의가 탑재 되지 않았습니다."
서채은,"거리.속력, 시간 문제 질문드려요!
 교재외의 문제이긴 하지만 부탁드립니당ㅠㅠ
 Q.A와 B사이의 거리는 18m이다.","안녕하세요~ 채은쌤입니다~
 에고,,울제자 답변이 넘 늦어 미안해요!
쌤이 울제자 질문을 못보고 지나쳤네요ㅜㅜ
 "
서채은,"강의가 20분이라니 상상만  해도 좋네요!!~~~~
하루 한장씩 풀면서 수학 점수를 올릴수 있으니
1석2조네요. 울쌤 강의 열심히 들을께요
2강이 빨리 나왔으면 좋겠네요
울﻿쌤 Happy new year!!        ","안녕하세요~ 채은쌤입니다~
 울제자, 한장수학2 에서 만나게되어 넘넘 반가워요~
 강의는 촬영 후 검수과정 중에 있답니다."
서채은,"안녕하세요 0543 
처음 그림이 이해가 잘안되서 한참 생각했습니다.
 직사각형을 한바퀴 360도를 굴리려면
원이 아니므로 90도씩 4번 작업을 해야 했고요
그때마다 꼭짓점A가 부채꼴 모양으로  움직이는 줄","안녕하세요~ 채은쌤입니다~
 네, 맞아요.
세번째에서는 꼭짓점A는 움직이지 않았기 때문에 부채꼴이 생기지 않았습니다.
그래서 부채꼴이 총 3개인 거예요."
서채은,"선생님 한장수학 하루에 한개씩 영상 올라오나요?
영상일자에 마추어 올라온다고 해도 되도록이면 30개 업로드 빨리 부탁드려요..ㅜㅜ
 ","반갑습니다 ~
 우리제자 선생님이 열심히 찍고 있답니다. 선생님 톡에서 자세한 일정 이야기 했으니 참고해주세요 ^^
 항상 응원하는거 알죠? "
서채은,"지수가 0인 수는 다 0 아니에요? 
그 말씀은 무슨 뜻이에요?","안녕하세요~ 채은쌤입니다~
 어떤 수의 0승은 1이예요~
 자~ 지수법칙(3)에서"
서채은,"한장수학  31강까지인데  2강까지만  다운받았어요
3강부터는  없나요?","안녕하세요~ 채은쌤입니다~
 울제자, 한장수학2에서 만나게 되어 반가워요~
 쌤도 정확한 강의 업데이트 일정은 알 수 없지만,"
서채은,"안녕하세요 0527
강조하신 how가 자막에 안보여서
아쉬었습니다.
왜 자막에서 그 글씨만 빠졌는지
궁금합니다. ","에고, 자막이 빠졌나요..?
EBS측에 내용 전달할께요~
울제자, 알려줘서 고마워요~ "
서채은,"문제 나가여~~~~`
ㅁ 안에 알맞은 수를 써넣으시오
1)12 6 나누기 ㅁ 나누기 27 2=1
2)16 4X8ㅁ 나누기 3=2 7
25분의 5 4+5 4+5 4+5 4+5 4 를간단히할수있나요? ","안녕하세요~ 채은쌤입니다~
 울제자, 한장수학2 에서 만나게 되어 반가워요^^
 울제자, 질문하는 규칙은 ""한 번에 한문제씩""입니다."
서채은,"안녕하세여 저는 m포스 수학 유형편에서도 쌤을뵜고 질문도했던 학생입니다 요즘 2학년 예습하다가 학원문제집에 식의계산단원에서 문제 이해가안되서 질문하겠습니다 
 8a+3=(2b분의16 10)=(2 30)일때,a+b의값을 구하라는 문제인데 이런건 어떻게 계산하나요?
 ","안녕하세요~ 채은쌤입니다~
 울제자, 미안하지만 다른 문제집 풀이를 해드릴 수는 없답니다ㅠㅠ
이런 저런 문제들을 모두 풀어주게 되면 우리 친구들이 여기서 숙제를 해결하는 경우가 많기 때문에
그런 규칙이 있다는 것 ! 이해해 주고요~"
서채은,"쉬운방법을 가르쳐주신 선생님
 제가 얼마나 어렵게 미리 풀어봤는지
보여드리고 싶습니다.
우선 정사각형 넓이 8864 빼기 파이r(4)제곱
=64-16파이 하고나서","울제자,식도 잘 세웠고요~ 잘 풀었습니다.
꼭, 쌤이 푼 방법으로 풀지 않아도 되요.
항상 다른 방법으로 문제에 접근하려는 울제자의 노력은 정말 칭찬해주고 싶네요~
잘 했어요~ 짝짝짝~ 
 "
서채은,"012 안녕하세요
부채꼴의 넓이=이분에일 부반 부호를
이렇게 유도해보았어요
넓이= 파이알제곱*360분에x에서 분자 분모에 2를
곱하고 호의길이 l=2파이알*360분에x 를 넣으면","안녕하세요~ 채은쌤입니다~
 울제자, 맞아요~
호의 길이를 이용한 넓이 공식을 잘 유도해주었네요.
아주 잘 이해하고 있어요~"
서채은,"안녕하세요 0508에서
가장 큰원의 지름이 직관적으로 10센치
인데요 증명할  방법이 있나요
아니면 그냥 직관적으로 받아드려야 하나요
제 질문이 잘못된 질문이라면","508번~
잘못된 질문이 아니예요~ 꼼꼼하게 잘 보셨어요~
네, 문제에서 정확하게 지름이라고 정의하지는 않았지만,
이런 문제의 경우 작은 원들 두개와 큰원의 지름이 겹친다고 보셔야해요.
때문에, 10cm입니다."
서채은,"안녕하세요
삼각형에서
가장 긴변이 나머지 두변의 합과 같으면
세변이 포개지는줄로만 알고 있었는데요
선생님의 친절 답변을 보고서","쌤 답변이 도움이 되었다니, 뿌듯하네요^^
울제자, 공부하시다 궁금한 점 있으면, 언제든지 질문 올려주시고요~
강의도 잘 들어주세요~
쌤이 항상 응원하는 거 알죵~?
 "
서채은,"0540 안녕하세요 지금은 새해첫날새벽입니다.
해맞이 가셨습니까
저는요 해대신 인강과 함께 했습니다.
새해에도 늘 건강하시고 복많이 받으십시오
선생님 풀이 잘 듣고 잘 이해했습니다.","울제자는 호의 길이로 부채꼴의 넓이를 구하는 공식을 이용해서 풀었군요~
아주 잘 풀었습니다.
100점 만점에 100점!!
 울제자 새해 첫날인데도 열공이네요~대견합니다."
